id,source_schema,source_table,bronze_table,is_active,created_on,updated_on,target_partitions,pk_columns,batch_group,topic_group,tenant_group,is_modified_on_available
300,FireEvent,WildlandHeatSourceModValue,fireevent_wildlandheatsourcemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
301,FireEvent,WildlandHumanFactor,fireevent_wildlandhumanfactor,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,WildlandHumanFactorID,1,null,null,true
302,FireEvent,WildlandHumanFactorHumanFactorModValue,fireevent_wildlandhumanfactorhumanfactormodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,WildlandHumanFactorID,1,null,null,true
303,FireEvent,WildlandLocation,fireevent_wildlandlocation,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
304,FireEvent,WildlandLocationAreaTypeModValue,fireevent_wildlandlocationareatypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
305,FireEvent,WildlandLocationMeridianModValue,fireevent_wildlandlocationmeridianmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
306,FireEvent,WildlandLocationRangeDirectionModValue,fireevent_wildlandlocationrangedirectionmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
307,FireEvent,WildlandLocationSubsectionModValue,fireevent_wildlandlocationsubsectionmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
308,FireEvent,WildlandLocationTdirectionModValue,fireevent_wildlandlocationtdirectionmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
309,FireEvent,WildlandMobilePropertyTypeModValue,fireevent_wildlandmobilepropertytypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
310,FireEvent,WildlandNFDRSFuelModelModValue,fireevent_wildlandnfdrsfuelmodelmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
311,FireEvent,WildlandPersonInvolved,fireevent_wildlandpersoninvolved,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
312,FireEvent,WildlandPersonInvolvedActivityModValue,fireevent_wildlandpersoninvolvedactivitymodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
313,FireEvent,WildlandPersonInvolvedGenderModValue,fireevent_wildlandpersoninvolvedgendermodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
314,FireEvent,WildlandPersonInvolvedPersonResponsibleModValue,fireevent_wildlandpersoninvolvedpersonresponsiblemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
315,FireEvent,WildlandPrimaryCropsBurned,fireevent_wildlandprimarycropsburned,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,WildlandPrimaryCropsBurnedID,1,null,null,true
316,FireEvent,WildlandPrimaryCropsBurnedCropModValue,fireevent_wildlandprimarycropsburnedcropmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,WildlandPrimaryCropsBurnedID,1,null,null,true
317,FireEvent,WildlandPropertyManagement,fireevent_wildlandpropertymanagement,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
318,FireEvent,WildlandPropertyManagementOwnershipModValue,fireevent_wildlandpropertymanagementownershipmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
319,FireEvent,WildlandRightOfWayTypeModValue,fireevent_wildlandrightofwaytypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
320,FireEvent,WildlandSuppressionFactor,fireevent_wildlandsuppressionfactor,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,WildlandSuppressionFactorID,1,null,null,true
321,FireEvent,WildlandSuppressionFactorSupressionFactorModValue,fireevent_wildlandsuppressionfactorsupressionfactormodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,WildlandSuppressionFactorID,1,null,null,true
322,FireEvent,WildlandWeather,fireevent_wildlandweather,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
323,FireEvent,WildlandWeatherFireDangerRatingModValue,fireevent_wildlandweatherfiredangerratingmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
324,FireEvent,WildlandWeatherNegativeTempModValue,fireevent_wildlandweathernegativetempmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
325,FireEvent,WildlandWeatherWeatherTypeModValue,fireevent_wildlandweatherweathertypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
326,FireEvent,WildlandWeatherWindDirectionModValue,fireevent_wildlandweatherwinddirectionmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
327,FireInvestigation,AdditionalInvestigator,fireinvestigation_additionalinvestigator,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,AdditionalInvestigatorID,1,null,null,true
328,FireInvestigation,AdditionalNarratives,fireinvestigation_additionalnarratives,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,NarrativeID,1,null,null,true
329,FireInvestigation,Casualty,fireinvestigation_casualty,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,CasualtyID,1,null,null,true
330,FireInvestigation,CourtStatus,fireinvestigation_courtstatus,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
331,FireInvestigation,Distribution,fireinvestigation_distribution,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,DistributionID,1,null,null,true
332,FireInvestigation,EvidenceInformation,fireinvestigation_evidenceinformation,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,EvidenceInformationID,1,null,null,true
333,FireInvestigation,Fire,fireinvestigation_fire,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
334,FireInvestigation,Incident,fireinvestigation_incident,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
335,FireInvestigation,IncidentActionPlan,fireinvestigation_incidentactionplan,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
336,FireInvestigation,IncidentFileAttachment,fireinvestigation_incidentfileattachment,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentFileAttachmentID,1,null,null,true
337,FireInvestigation,IncidentOther,fireinvestigation_incidentother,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentOtherID,1,null,null,true
338,FireInvestigation,Investigation,fireinvestigation_investigation,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
339,FireInvestigation,MediaCoverage,fireinvestigation_mediacoverage,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,MediaCoverageID,1,null,null,true
340,FireInvestigation,MotorVehicle,fireinvestigation_motorvehicle,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,MotorVehicleID,1,null,null,true
341,FireInvestigation,NextOfKin,fireinvestigation_nextofkin,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,NextOfKinID,1,null,null,true
342,FireInvestigation,PropertyOther,fireinvestigation_propertyother,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertyOtherID,1,null,null,true
343,FireInvestigation,Record,fireinvestigation_record,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
344,FireInvestigation,TempDispositionFireCause,fireinvestigation_tempdispositionfirecause,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,,1,null,null,true
345,FireInvestigation,Weather,fireinvestigation_weather,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
346,FireInvestigation,WitnessInformation,fireinvestigation_witnessinformation,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,WitnessInformationID,1,null,null,true
347,FireInvestigationLocation,AlarmProtectionSecurity,fireinvestigationlocation_alarmprotectionsecurity,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,LocationID,1,null,null,true
348,FireInvestigationLocation,ElectricService,fireinvestigationlocation_electricservice,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,ElectricServiceID,1,null,null,true
349,FireInvestigationLocation,HeatingSystems,fireinvestigationlocation_heatingsystems,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HeatingSystemID,1,null,null,true
350,FireInvestigationLocation,Insurance,fireinvestigationlocation_insurance,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,InsuranceID,1,null,null,true
351,FireInvestigationLocation,InsuranceContact,fireinvestigationlocation_insurancecontact,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,InsuranceContactID,1,null,null,true
352,FireInvestigationLocation,Location,fireinvestigationlocation_location,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,LocationID,1,null,null,true
353,FireInvestigationLocation,OwnerOccupantInformation,fireinvestigationlocation_owneroccupantinformation,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,OwnerOccupantID,1,null,null,true
354,FireInvestigationLocation,Structure,fireinvestigationlocation_structure,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,LocationID,1,null,null,true
355,FireInvestigationLocation,Utility,fireinvestigationlocation_utility,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,LocationID,1,null,null,true
